"","STATE","Year","State Tax per pack in Dollars","Gross Cigarette Tax Revenue in Dollars","Cigarette Consumption (Pack Sales Per Capita) in Pack","Federal and State tax as a Percentage of Retail Price in Percentage","Federal and State Tax per pack in Dollars","Average Cost per pack in Dollars"
"1271","MS",1990,0.18,48814561,101.8,23.8,0.34,1.427
"1272","MS",1991,0.18,48919737,105.6,23.6,0.38,1.608
"1273","MS",1992,0.18,48170870,103.9,21.4,0.38,1.778
"1274","MS",1993,0.18,48875348,105.4,26.8,0.42,1.569
"1275","MS",1994,0.18,49446765,106,27.3,0.42,1.539
"1276","MS",1995,0.18,51134101,107.5,26.1,0.42,1.612
"1277","MS",1996,0.18,51646631,106.9,24.9,0.42,1.686
"1278","MS",1997,0.18,51954563,106.3,23.9,0.42,1.758
"1279","MS",1998,0.18,52319643,107,21.1,0.42,1.995
"1280","MS",1999,0.18,51089722,103.9,15.4,0.42,2.72
"1281","MS",2000,0.18,49247468,97.2,18.6,0.52,2.8
"1282","MS",2001,0.18,48067271,93.9,16.8,0.52,3.089
"1283","MS",2002,0.18,47071164,91.5,17.9,0.57,3.193
"1284","MS",2003,0.18,46899340,91.2,17.7,0.57,3.215
"1285","MS",2004,0.18,45850002,88.4,17.8,0.57,3.203
"1286","MS",2005,0.18,46344020,88.8,17.9,0.57,3.179
"1287","MS",2006,0.18,48477899,92.2,17.7,0.57,3.215
"1288","MS",2007,0.18,46499885,88.8,16.6,0.57,3.437
"1289","MS",2008,0.18,49152733,93.6,16.5,0.57,3.451
"1290","MS",2009,0.68,67920064,89.5,37.3,1.69,4.536
"1291","MS",2010,0.68,141054278,70.3,35.1,1.69,4.811
"1292","MS",2011,0.68,137064421,67.9,34.2,1.69,4.948
"1293","MS",2012,0.68,134743995,66.5,34.5,1.69,4.902
"1294","MS",2013,0.68,129738515,63.9,34.7,1.69,4.875
"1295","MS",2014,0.68,124474160,61.2,32.8,1.69,5.151
"1296","MS",2015,0.68,127364519,62.6,32.9,1.69,5.13
"1297","MS",2016,0.68,120442478,59.2,32.9,1.69,5.129
"1298","MS",2017,0.68,120701453,59.4,32.4,1.69,5.21
"1299","MS",2018,0.68,114261849,56.3,31.6,1.69,5.355
"1300","MS",2019,0.68,109232428,53.8,30,1.69,5.636
"1301","MT",1970,0.08,6166869,111.2,46.1,0.16,0.347
"1302","MT",1971,0.12,6995643,115.6,49.9,0.2,0.401
"1303","MT",1972,0.12,10379102,122.2,48.9,0.2,0.409
"1304","MT",1973,0.12,10343716,119.9,47.9,0.2,0.418
"1305","MT",1974,0.12,10549226,121.9,45.8,0.2,0.437
"1306","MT",1975,0.12,10908482,123.7,44.2,0.2,0.453
"1307","MT",1976,0.12,11203768,124.9,42,0.2,0.476
"1308","MT",1977,0.12,11479175,127,38.5,0.2,0.519
"1309","MT",1978,0.12,11618047,127.2,37.2,0.2,0.537
"1310","MT",1979,0.12,11336539,120.3,35.3,0.2,0.567
"1311","MT",1980,0.12,11504367,122,33.1,0.2,0.604
"1312","MT",1981,0.12,11436105,121.1,30.4,0.2,0.657
"1313","MT",1982,0.12,11649438,122.4,25.9,0.2,0.772
"1314","MT",1983,0.12,10930021,113.7,35,0.32,0.913
"1315","MT",1984,0.16,13072334,110.1,33.5,0.32,0.955
"1316","MT",1985,0.16,13712206,103.6,31.4,0.32,1.02
"1317","MT",1986,0.16,12943445,97.8,30.1,0.32,1.062
"1318","MT",1987,0.16,12410773,91.7,27.8,0.32,1.153
"1319","MT",1988,0.16,11647130,87.1,26,0.32,1.23
"1320","MT",1989,0.16,11398693,86.2,24.2,0.34,1.404
"1321","MT",1990,0.16,12262620,84.7,23.7,0.34,1.436
"1322","MT",1991,0.18,11888546,82.9,23.2,0.38,1.635
"1323","MT",1992,0.18,12452707,86.6,21.9,0.392,1.794
"1324","MT",1993,0.18,13191145,86,27.8,0.42,1.513
"1325","MT",1994,0.1926,12852542,88.2,27,0.42,1.554
"1326","MT",1995,0.18,14227799,90.5,26.8,0.42,1.568
"1327","MT",1996,0.18,13646453,87.3,25.5,0.42,1.649
"1328","MT",1997,0.18,14035657,88.9,23.9,0.42,1.754
"1329","MT",1998,0.18,14093529,89.1,21.4,0.42,1.963
"1330","MT",1999,0.18,13131619,82.6,16.1,0.42,2.607
"1331","MT",2000,0.18,12441859,75.5,19.2,0.52,2.71
"1332","MT",2001,0.18,12151610,74.8,16.8,0.52,3.093
"1333","MT",2002,0.18,12120167,74.4,17.7,0.57,3.217
"1334","MT",2003,0.7,16740385,71.7,28.4,1.09,3.834
"1335","MT",2004,0.7,43748031,68,27.7,1.09,3.94
"1336","MT",2005,1.7,59519369,63.5,43.4,2.09,4.814
"1337","MT",2006,1.7,82180007,51.6,42.5,2.09,4.914
"1338","MT",2007,1.7,84579607,52.6,42.1,2.09,4.968
"1339","MT",2008,1.7,85625847,52.6,41.7,2.09,5.008
"1340","MT",2009,1.7,81852136,49.8,47,2.71,5.766
"1341","MT",2010,1.7,78492027,47.3,44.3,2.71,6.121
"1342","MT",2011,1.7,76430979,45.5,43.8,2.71,6.189
"1343","MT",2012,1.7,77265829,45.5,44.2,2.71,6.128
"1344","MT",2013,1.7,75664883,44.3,44,2.71,6.155
"1345","MT",2014,1.7,74316187,43,43,2.71,6.296
"1346","MT",2015,1.7,73322316,42.2,43.1,2.71,6.294
"1347","MT",2016,1.7,74109375,42.2,42.1,2.71,6.444
"1348","MT",2017,1.7,72871384,41.1,41.5,2.71,6.535
"1349","MT",2018,1.7,66653461,37.2,40.5,2.71,6.692
"1350","MT",2019,1.7,67151551,36.4,39.2,2.71,6.919
"1351","NC",1970,0.02,13459000,172.4,34,0.1,0.294
"1352","NC",1971,0.02,19098000,187.6,34.8,0.1,0.287
"1353","NC",1972,0.02,22040000,214.1,34.6,0.1,0.289
"1354","NC",1973,0.02,23623000,226.5,33.2,0.1,0.301
"1355","NC",1974,0.02,23973000,227.3,30.4,0.1,0.329
"1356","NC",1975,0.02,24238000,226,27.9,0.1,0.358
"1357","NC",1976,0.02,25092000,230.2,27.3,0.1,0.366
"1358","NC",1977,0.02,23730000,217,23.9,0.1,0.418
"1359","NC",1978,0.02,22708000,205.5,22.9,0.1,0.437
"1360","NC",1979,0.02,22004000,197.3,21.2,0.1,0.473
"1361","NC",1980,0.02,21060000,187.8,20,0.1,0.5
"1362","NC",1981,0.02,21069000,179.3,18,0.1,0.555
"1363","NC",1982,0.02,21308000,179,15.2,0.1,0.66
"1364","NC",1983,0.02,20429000,169.7,24,0.18,0.75
"1365","NC",1984,0.02,19661000,160.6,22.8,0.18,0.789
"1366","NC",1985,0.02,19426000,156.3,21.5,0.18,0.837
"1367","NC",1986,0.02,19313000,154.4,19.9,0.18,0.906
"1368","NC",1987,0.02,18972000,150.5,18.8,0.18,0.96
"1369","NC",1988,0.02,18974000,146,16.7,0.18,1.076
"1370","NC",1989,0.02,18328000,139.3,15.5,0.18,1.164
"1371","NC",1990,0.02,17856000,133.7,14.2,0.18,1.266
"1372","NC",1991,0.02,17760000,132.7,17.2,0.25,1.45
"1373","NC",1992,0.02,39908931,128.8,16.3,0.25,1.535
"1374","NC",1993,0.05,43394879,129.7,21.3,0.29,1.359
"1375","NC",1994,0.05,38183312,112.7,20.4,0.29,1.423
"1376","NC",1995,0.05,44172244,124.9,19.9,0.29,1.456
"1377","NC",1996,0.05,46226043,129.7,19.1,0.29,1.52
"1378","NC",1997,0.05,45844901,125.6,17.3,0.29,1.676
"1379","NC",1998,0.05,46123730,126,15.5,0.29,1.868
"1380","NC",1999,0.05,41991034,113.1,11.3,0.29,2.573
"1381","NC",2000,0.05,42378037,109,14.1,0.39,2.767
"1382","NC",2001,0.05,40309132,100.1,13.4,0.39,2.912
"1383","NC",2002,0.05,40328354,98.5,14.3,0.44,3.072
"1384","NC",2003,0.05,40313704,97.7,14.1,0.44,3.112
"1385","NC",2004,0.05,40192892,95.6,14.5,0.44,3.034
"1386","NC",2005,0.05,40052354,93.8,21,0.69,3.29
"1387","NC",2006,0.3,169270439,89.6,21,0.69,3.289
"1388","NC",2007,0.35,239667652,78.3,20,0.69,3.447
"1389","NC",2008,0.35,233795276,73.7,19.9,0.69,3.465
"1390","NC",2009,0.35,224747751,69.6,32.4,1.46,4.505
"1391","NC",2010,0.45,249604191,61.5,31.8,1.46,4.591
"1392","NC",2011,0.45,261362556,60.9,31.7,1.46,4.612
"1393","NC",2012,0.45,263600000,60.7,31.9,1.46,4.578
"1394","NC",2013,0.45,252227647,57.5,31.6,1.46,4.627
"1395","NC",2014,0.45,251193060,56.7,30.7,1.46,4.758
"1396","NC",2015,0.45,242185688,54.1,30.8,1.46,4.741
"1397","NC",2016,0.45,245725427,54.4,29.8,1.46,4.9
"1398","NC",2017,0.45,249011980,54.5,29.3,1.46,4.975
"1399","NC",2018,0.45,245944066,53.2,28.2,1.46,5.173
"1400","NC",2019,0.45,241091949,51.6,27.2,1.46,5.363
"1401","ND",1970,0.11,6261213,93.8,48.8,0.19,0.389
"1402","ND",1971,0.11,6695694,98.5,48.8,0.19,0.389
"1403","ND",1972,0.11,7139673,103.8,48.2,0.19,0.394
"1404","ND",1973,0.11,7599262,108.7,47.6,0.19,0.399
"1405","ND",1974,0.11,7779886,110.5,44.6,0.19,0.426
"1406","ND",1975,0.11,8260851,117.9,41.4,0.19,0.459
"1407","ND",1976,0.11,8760004,125.4,40.1,0.19,0.474
"1408","ND",1977,0.11,8641141,122.2,35.7,0.19,0.532
"1409","ND",1978,0.11,8756406,121.9,34.5,0.19,0.55
"1410","ND",1979,0.11,8705686,121.3,33.6,0.2,0.596
"1411","ND",1980,0.12,9686868,123.7,32.3,0.2,0.62
"1412","ND",1981,0.12,9847648,125.7,29.5,0.2,0.678
"1413","ND",1982,0.12,10008539,126.8,25.7,0.2,0.779
"1414","ND",1983,0.18,10593220,119.6,36,0.34,0.944
"1415","ND",1984,0.18,13531577,109.4,33.8,0.34,1.006
"1416","ND",1985,0.18,12858557,103.2,32.6,0.34,1.042
"1417","ND",1986,0.18,12309345,99.8,30.8,0.34,1.103
"1418","ND",1987,0.18,11627423,92.3,35,0.43,1.233
"1419","ND",1988,0.27,17049701,87.1,31.6,0.43,1.359
"1420","ND",1989,0.27,15624052,84.1,31.9,0.46,1.443
"1421","ND",1990,0.27,16111103,77.1,28.8,0.46,1.598
"1422","ND",1991,0.3,16259289,85.2,29.1,0.49,1.683
"1423","ND",1992,0.3,13509061,74.4,27.6,0.49,1.776
"1424","ND",1993,0.29,15301088,83,37.8,0.68,1.801
"1425","ND",1994,0.29,21799053,81,37.9,0.68,1.795
"1426","ND",1995,0.44,22544218,80.6,37.2,0.68,1.827
"1427","ND",1996,0.44,22692162,80.8,35,0.68,1.941
"1428","ND",1997,0.44,21960613,77.5,33.1,0.68,2.052
"1429","ND",1998,0.44,22408447,79.1,30.4,0.68,2.236
"1430","ND",1999,0.44,21059175,74.7,22.9,0.68,2.975
"1431","ND",2000,0.44,21132140,72.5,25.4,0.78,3.069
"1432","ND",2001,0.44,19799840,70.1,23.1,0.78,3.383
"1433","ND",2002,0.44,19117534,68.5,23,0.83,3.604
"1434","ND",2003,0.44,18345620,65.7,23.5,0.83,3.533
"1435","ND",2004,0.44,18450952,65.7,24.4,0.83,3.399
"1436","ND",2005,0.44,18464975,66,24.8,0.83,3.35
"1437","ND",2006,0.44,20638627,73.7,24.7,0.83,3.365
"1438","ND",2007,0.44,21228308,75.9,23.4,0.83,3.54
"1439","ND",2008,0.44,20870634,74,23.5,0.83,3.536
"1440","ND",2009,0.44,20583345,72.9,34.6,1.45,4.193
"1441","ND",2010,0.44,19736955,69.3,32.9,1.45,4.409
"1442","ND",2011,0.44,20433411,69,32.2,1.45,4.506
"1443","ND",2012,0.44,22420469,74.5,32.6,1.45,4.445
"1444","ND",2013,0.44,22359059,72.5,31.9,1.45,4.552
"1445","ND",2014,0.44,24123029,75.8,30.6,1.45,4.733
"1446","ND",2015,0.44,24665664,75.8,30.8,1.45,4.709
"1447","ND",2016,0.44,23385135,70.2,30.2,1.45,4.806
"1448","ND",2017,0.44,21731736,65.2,29.2,1.45,4.966
"1449","ND",2018,0.44,20885069,62.8,27.7,1.45,5.235
"1450","ND",2019,0.44,20034034,59.9,26.7,1.45,5.429
"1451","NE",1970,0.08,12529000,108.1,46.1,0.16,0.347
"1452","NE",1971,0.13,14171000,108.6,51.1,0.21,0.411
"1453","NE",1972,0.13,20623000,104.9,51,0.21,0.412
"1454","NE",1973,0.13,21119000,106.6,50,0.21,0.42
"1455","NE",1974,0.13,22153000,110.5,47.1,0.21,0.446
"1456","NE",1975,0.13,22892000,114.1,44.9,0.21,0.468
"1457","NE",1976,0.13,23744000,118.1,43.7,0.21,0.481
"1458","NE",1977,0.13,23759000,117.7,39.2,0.21,0.536
"1459","NE",1978,0.13,23822000,117.4,37.9,0.21,0.554
"1460","NE",1979,0.13,23614000,116.1,35.3,0.21,0.595
"1461","NE",1980,0.13,23791000,116.3,34.5,0.21,0.609
"1462","NE",1981,0.13,23878000,117,31.6,0.22,0.697
"1463","NE",1982,0.18,26594000,117.1,31.1,0.26,0.837
"1464","NE",1983,0.18,31636000,110.8,35.9,0.34,0.948
"1465","NE",1984,0.18,31069000,107.7,35.5,0.34,0.958
"1466","NE",1985,0.18,30639000,105.1,32.7,0.34,1.04
"1467","NE",1986,0.23,32372000,103.1,34.3,0.39,1.137
"1468","NE",1987,0.23,37825000,101.3,35,0.43,1.233
"1469","NE",1988,0.27,40486641,92.9,30.9,0.43,1.393
"1470","NE",1989,0.27,40792067,93.8,30,0.43,1.434
"1471","NE",1990,0.27,39082338,89.9,28.3,0.43,1.522
"1472","NE",1991,0.27,39469181,92.4,27.7,0.47,1.695
"1473","NE",1992,0.27,38702772,90.6,26.5,0.47,1.772
"1474","NE",1993,0.27,38832035,91.1,34.2,0.58,1.696
"1475","NE",1994,0.27,46309358,85.9,34,0.58,1.707
"1476","NE",1995,0.34,48521230,88.5,33,0.58,1.755
"1477","NE",1996,0.34,47705434,86.2,31.4,0.58,1.848
"1478","NE",1997,0.34,48092261,85.5,29.8,0.58,1.946
"1479","NE",1998,0.34,44748964,79.7,27,0.58,2.146
"1480","NE",1999,0.34,48966120,86.8,20.1,0.58,2.883
"1481","NE",2000,0.34,44993900,77.6,22,0.68,3.095
"1482","NE",2001,0.34,40607220,69.8,20.7,0.68,3.278
"1483","NE",2002,0.34,45028920,77.3,26.6,1.03,3.867
"1484","NE",2003,0.64,60863730,68.4,27.2,1.03,3.791
"1485","NE",2004,0.64,68818560,61.8,28.5,1.03,3.619
"1486","NE",2005,0.64,68200320,61,28.2,1.03,3.648
"1487","NE",2006,0.64,67026240,59.5,27.7,1.03,3.718
"1488","NE",2007,0.64,67967040,60.1,27.4,1.03,3.764
"1489","NE",2008,0.64,71763480,63.2,27.3,1.03,3.767
"1490","NE",2009,0.64,68243520,59.8,35.2,1.65,4.693
"1491","NE",2010,0.64,63205440,55,33.1,1.65,4.979
"1492","NE",2011,0.64,62516160,53.5,32.3,1.65,5.107
"1493","NE",2012,0.64,61948800,52.5,32.6,1.65,5.062
"1494","NE",2013,0.64,60778560,51.2,31.3,1.65,5.27
"1495","NE",2014,0.64,56575680,47.3,31,1.65,5.326
"1496","NE",2015,0.64,56103360,46.6,31.5,1.65,5.234
"1497","NE",2016,0.64,56137920,46.3,30.8,1.65,5.355
"1498","NE",2017,0.64,53023680,43.4,30,1.65,5.498
"1499","NE",2018,0.64,53278320,43.4,29.8,1.65,5.544
"1500","NE",2019,0.64,50168160,40.6,28.6,1.65,5.776
"1501","NH",1970,0.07,13331935,265.7,48.4,0.165,0.341
"1502","NH",1971,0.085,17820597,278,51.2,0.185,0.361
"1503","NH",1972,0.11,24229304,296.2,51.5,0.19,0.369
"1504","NH",1973,0.11,23666198,279,50.1,0.19,0.379
"1505","NH",1974,0.11,23476872,269.8,46.6,0.19,0.408
"1506","NH",1975,0.11,23912882,269.1,45.6,0.2,0.439
"1507","NH",1976,0.12,28508000,290.5,44.4,0.2,0.45
"1508","NH",1977,0.12,27498000,278.8,40.2,0.2,0.497
"1509","NH",1978,0.12,27463000,269.6,37.6,0.2,0.532
"1510","NH",1979,0.12,26610000,254.6,36.2,0.2,0.553
"1511","NH",1980,0.12,26373000,247.8,34.2,0.2,0.584
"1512","NH",1981,0.12,27123000,245.4,29.9,0.2,0.67
"1513","NH",1982,0.12,26934000,239.8,26.8,0.2,0.747
"1514","NH",1983,0.12,26583000,232.9,36.5,0.33,0.905
"1515","NH",1984,0.17,34316000,215.1,37,0.33,0.892
"1516","NH",1985,0.17,33552000,201.1,33,0.33,1
"1517","NH",1986,0.17,33639000,195.9,32.4,0.33,1.02
"1518","NH",1987,0.17,32327000,195.1,28.9,0.33,1.135
"1519","NH",1988,0.17,32515000,180.4,26.2,0.33,1.259
"1520","NH",1989,0.17,32082000,172.9,27.2,0.37,1.359
"1521","NH",1990,0.17,37639000,152.4,26.6,0.41,1.539
"1522","NH",1991,0.21,40860000,144.8,27.4,0.45,1.644
"1523","NH",1992,0.25,40608665,143.7,24.8,0.45,1.811
"1524","NH",1993,0.25,41940913,148.9,31.1,0.49,1.578
"1525","NH",1994,0.25,43658153,153.8,29.9,0.49,1.639
"1526","NH",1995,0.25,44765496,158.5,29.1,0.49,1.686
"1527","NH",1996,0.25,45121750,158,27.7,0.49,1.766
"1528","NH",1997,0.25,50638656,174.4,31,0.61,1.97
"1529","NH",1998,0.25,74917359,173.8,27.4,0.61,2.228
"1530","NH",1999,0.37,72034018,171.7,24.2,0.76,3.139
"1531","NH",2000,0.52,93587673,147.3,26.7,0.86,3.215
"1532","NH",2001,0.52,87461400,136.1,24.4,0.86,3.529
"1533","NH",2002,0.52,86158800,131.6,25.4,0.91,3.577
"1534","NH",2003,0.52,95760255,146.2,25.5,0.91,3.57
"1535","NH",2004,0.52,99326040,148.4,25.9,0.91,3.516
"1536","NH",2005,0.52,93439635,138.6,31.9,1.19,3.725
"1537","NH",2006,0.8,142008000,135.5,31.6,1.19,3.764
"1538","NH",2007,0.8,138573600,131.6,34.7,1.47,4.24
"1539","NH",2008,1.08,161215200,113.5,38.9,1.72,4.423
"1540","NH",2009,1.33,190829172,116.6,47.5,2.79,5.878
"1541","NH",2010,1.78,229636416,97.1,46.8,2.79,5.964
"1542","NH",2011,1.78,218390304,92.9,45.4,2.69,5.93
"1543","NH",2012,1.68,207917640,93.9,45.8,2.69,5.876
"1544","NH",2013,1.68,198896040,89.6,46.4,2.79,6.009
"1545","NH",2014,1.78,210527196,90.6,45.9,2.79,6.075
"1546","NH",2015,1.78,211540105,89.6,44,2.79,6.343
"1547","NH",2016,1.78,215563560,91.5,43.4,2.79,6.432
"1548","NH",2017,1.78,208028237,87.3,43.3,2.79,6.445
"1549","NH",2018,1.78,200202084,83.4,42.2,2.79,6.611
"1550","NH",2019,1.78,189399120,78.4,41.1,2.79,6.788
"1551","NJ",1970,0.14,120808000,120.7,52.8,0.22,0.417
"1552","NJ",1971,0.14,125984000,125.1,52.3,0.22,0.421
"1553","NJ",1972,0.19,137924000,128.4,55.2,0.27,0.489
"1554","NJ",1973,0.19,168261000,120.2,53.8,0.27,0.502
"1555","NJ",1974,0.19,169724000,121.4,51.1,0.27,0.528
"1556","NJ",1975,0.19,170266000,122.3,50.4,0.27,0.536
"1557","NJ",1976,0.19,170091000,122.4,47.5,0.27,0.569
"1558","NJ",1977,0.19,171187000,122.8,43.6,0.27,0.619
"1559","NJ",1978,0.19,172543000,123.9,42.5,0.27,0.635
"1560","NJ",1979,0.19,172389000,123.8,40.7,0.27,0.664
"1561","NJ",1980,0.19,173132000,124.3,39.3,0.27,0.687
"1562","NJ",1981,0.19,178888000,127.9,35.4,0.27,0.762
"1563","NJ",1982,0.24,178853000,126.3,34.7,0.32,0.921
"1564","NJ",1983,0.24,216604000,121.3,40.6,0.41,1.011
"1565","NJ",1984,0.25,220420000,117.8,39.2,0.41,1.047
"1566","NJ",1985,0.25,220409000,116.9,35.8,0.41,1.145
"1567","NJ",1986,0.25,218338000,115.5,34.3,0.41,1.196
"1568","NJ",1987,0.25,212502000,111.6,32.6,0.43,1.318
"1569","NJ",1988,0.27,225407000,107.8,30.8,0.43,1.395
"1570","NJ",1989,0.27,216937000,103,28.8,0.43,1.493
"1571","NJ",1990,0.27,206978000,98.6,31,0.56,1.804
"1572","NJ",1991,0.27,269551562,86.7,31.4,0.6,1.911
"1573","NJ",1992,0.4,269134972,86.6,29.2,0.6,2.054
"1574","NJ",1993,0.4,257517600,82.9,35,0.64,1.829
"1575","NJ",1994,0.4,251644224,81.6,34.1,0.64,1.878
"1576","NJ",1995,0.4,256147750,81,32.9,0.64,1.943
"1577","NJ",1996,0.4,251487000,79.1,32.9,0.64,1.946
"1578","NJ",1997,0.4,245962500,77,30.7,0.64,2.083
"1579","NJ",1998,0.4,318899400,72.6,38.1,1.04,2.732
"1580","NJ",1999,0.8,409427600,63.6,30.6,1.04,3.397
"1581","NJ",2000,0.8,393178600,60.1,31.3,1.14,3.637
"1582","NJ",2001,0.8,388675200,57.7,30,1.14,3.798
"1583","NJ",2002,0.8,396183400,58.4,40.8,1.89,4.632
"1584","NJ",2003,1.5,612090375,48.1,44.6,2.44,5.47
"1585","NJ",2004,2.05,760798400,43,49.7,2.79,5.617
"1586","NJ",2005,2.4,780657000,37.5,49.7,2.79,5.615
"1587","NJ",2006,2.4,788651400,37.7,49.5,2.965,5.989
"1588","NJ",2007,2.575,766473718,34.2,48.7,2.965,6.094
"1589","NJ",2008,2.575,764747319,34.2,47.7,2.965,6.222
"1590","NJ",2009,2.575,728052925,32.6,51.9,3.71,7.147
"1591","NJ",2010,2.7,732240000,31.1,50.9,3.71,7.293
"1592","NJ",2011,2.7,771157800,32.5,50.3,3.71,7.372
"1593","NJ",2012,2.7,753264900,31.6,50.7,3.71,7.322
"1594","NJ",2013,2.7,733079700,30.6,50.3,3.71,7.37
"1595","NJ",2014,2.7,704600100,29.3,49.9,3.71,7.428
"1596","NJ",2015,2.7,683842500,28.3,50.3,3.71,7.38
"1597","NJ",2016,2.7,679403700,28.1,49.4,3.71,7.51
"1598","NJ",2017,2.7,660069000,27.3,49,3.71,7.579
"1599","NJ",2018,2.7,628149600,25.8,48.4,3.71,7.666
"1600","NJ",2019,2.7,579978900,24.1,46,3.71,8.061
"1601","NM",1970,0.12,10731000,90,48,0.2,0.417
"1602","NM",1971,0.12,11258000,92.6,47.5,0.2,0.421
"1603","NM",1972,0.12,12233000,99.3,47.8,0.2,0.418
"1604","NM",1973,0.12,12574000,98.9,45.8,0.2,0.437
"1605","NM",1974,0.12,13252000,100.3,43.2,0.2,0.463
"1606","NM",1975,0.12,13876000,103.1,40.4,0.2,0.495
"1607","NM",1976,0.12,14101000,102.4,38.8,0.2,0.516
"1608","NM",1977,0.12,14347000,102.4,35.7,0.2,0.56
"1609","NM",1978,0.12,14717000,103.1,34.7,0.2,0.576
"1610","NM",1979,0.12,14688000,101,32,0.2,0.626
"1611","NM",1980,0.12,15288000,102.7,31.7,0.2,0.63
"1612","NM",1981,0.12,16073000,103,28.8,0.2,0.694
"1613","NM",1982,0.12,15542000,97.5,25.1,0.2,0.796
"1614","NM",1983,0.12,15700000,96.3,31,0.28,0.902
"1615","NM",1984,0.12,15118000,88.9,28.7,0.28,0.955
"1616","NM",1985,0.12,15319000,88,27.7,0.28,1.012
"1617","NM",1986,0.12,15317000,88.2,28.1,0.31,1.102
"1618","NM",1987,0.15,18219078,82.3,27.2,0.31,1.137
"1619","NM",1988,0.15,17793231,77.7,24.4,0.31,1.272
"1620","NM",1989,0.15,17172461,74.4,23.2,0.31,1.336
"1621","NM",1990,0.15,16304007,70.8,21.1,0.31,1.469
"1622","NM",1991,0.15,16083848,69.9,21.2,0.35,1.654
"1623","NM",1992,0.15,16441366,71.4,20.3,0.35,1.722
"1624","NM",1993,0.15,15878331,69,28.4,0.45,1.584
"1625","NM",1994,0.15,22387048,68.2,27.5,0.45,1.635
"1626","NM",1995,0.21,22995749,67,26.3,0.45,1.708
"1627","NM",1996,0.21,23190321,65.7,25.6,0.45,1.76
"1628","NM",1997,0.21,22336717,61.8,24.5,0.45,1.838
"1629","NM",1998,0.21,22610771,62.6,22.3,0.45,2.018
"1630","NM",1999,0.21,21688579,59.7,16.1,0.45,2.798
"1631","NM",2000,0.21,21007059,53.8,18.9,0.55,2.916
"1632","NM",2001,0.21,20521817,53.7,17.2,0.55,3.203
